ID_Encuestado,Pais,Ronda,Genero,Anio_Nacimiento,Nivel_Educativo,Situacion_Economica,Voluntariado_12m,Donacion_Politica_12m,Capacidad_Rol_Politico,Confianza_ONU,Preocupacion_Clima,Responsabilidad_Clima,Inmigracion_Economia,Inmigracion_Cultura,Inmigracion_Pais_Mejor_Peor
37315.0,BG,9,Mujer,1951.0,Secundaria alta (alta),Saliendo adelante,,,Poco capaz,3,,,3,3,3
37351.0,BG,9,Mujer,1952.0,Máster/Doctorado,Muy difícil,,,Poco capaz,,,,5,5,4
37371.0,BG,9,Mujer,1934.0,Grado/BA,Muy difícil,,,Bastante capaz,4,,,3,1,2
37390.0,BG,9,Mujer,1952.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,3,,,4,2,4
37398.0,BG,9,Hombre,1987.0,Grado/BA,Cómodamente,,,Poco capaz,3,,,5,3,3
37421.0,BG,9,Mujer,2000.0,Secundaria baja,Cómodamente,,,Nada capaz,,,,,7,4
37464.0,BG,9,Hombre,1971.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,1,,,0,0,0
37471.0,BG,9,Hombre,1999.0,Secundaria alta (alta),Muy difícil,,,,5,,,5,,
37501.0,BG,9,Hombre,1953.0,Secundaria alta (alta),Muy difícil,,,Bastante capaz,3,,,4,2,1
37519.0,BG,9,Mujer,1968.0,Secundaria alta (alta),Difícil,,,Nada capaz,6,,,4,5,5
37542.0,BG,9,Mujer,1945.0,Máster/Doctorado,Saliendo adelante,,,Muy capaz,10,,,5,5,0
37544.0,BG,9,Hombre,1962.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,2,,,4,4,4
37552.0,BG,9,Mujer,1987.0,Secundaria baja,Difícil,,,Nada capaz,3,,,6,6,5
37561.0,BG,9,Hombre,1959.0,Secundaria baja,Difícil,,,Nada capaz,1,,,7,7,8
37591.0,BG,9,Hombre,1974.0,Secundaria alta (alta),Difícil,,,Bastante capaz,4,,,5,6,8
37603.0,BG,9,Hombre,1965.0,Máster/Doctorado,Saliendo adelante,,,Bastante capaz,3,,,5,5,6
37616.0,BG,9,Mujer,1947.0,Máster/Doctorado,Difícil,,,Nada capaz,2,,,7,3,5
37625.0,BG,9,Hombre,1967.0,Secundaria alta (alta),Muy difícil,,,Poco capaz,5,,,5,5,5
37643.0,BG,9,Mujer,1948.0,Secundaria baja,Muy difícil,,,Nada capaz,5,,,5,5,5
37709.0,BG,9,Hombre,1973.0,Secundaria alta (alta),Saliendo adelante,,,,6,,,4,5,
37749.0,BG,9,Mujer,1954.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,0,,,0,0,0
37760.0,BG,9,Mujer,1974.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,4,4,4
37777.0,BG,9,Hombre,1945.0,Secundaria baja,Difícil,,,Nada capaz,2,,,5,6,5
37788.0,BG,9,Mujer,1960.0,Secundaria alta (alta),Saliendo adelante,,,Bastante capaz,7,,,10,10,10
37794.0,BG,9,Hombre,1956.0,Grado/BA,Saliendo adelante,,,Bastante capaz,5,,,5,6,5
37816.0,BG,9,Hombre,1961.0,Máster/Doctorado,Difícil,,,Bastante capaz,2,,,2,2,2
37873.0,BG,9,Mujer,1963.0,Máster/Doctorado,Saliendo adelante,,,Bastante capaz,4,,,2,4,3
37895.0,BG,9,Mujer,1976.0,Máster/Doctorado,Difícil,,,Poco capaz,5,,,2,4,2
38142.0,BG,9,Mujer,1978.0,Secundaria alta (alta),Saliendo adelante,,,Bastante capaz,0,,,2,0,1
38178.0,BG,9,Hombre,1993.0,Grado/BA,Cómodamente,,,Bastante capaz,1,,,2,5,3
38198.0,BG,9,Mujer,1997.0,Secundaria baja,Difícil,,,,8,,,1,,5
38295.0,BG,9,Mujer,1950.0,Secundaria alta (alta),Saliendo adelante,,,Bastante capaz,4,,,5,7,7
38306.0,BG,9,Hombre,1977.0,Secundaria alta (alta),Cómodamente,,,Bastante capaz,8,,,7,8,8
38345.0,BG,9,Hombre,1960.0,Máster/Doctorado,Difícil,,,Nada capaz,4,,,5,5,5
38403.0,BG,9,Mujer,1962.0,Secundaria alta (alta),Difícil,,,Completamente capaz,3,,,,,
38426.0,BG,9,Mujer,1975.0,Máster/Doctorado,Difícil,,,Nada capaz,,,,10,7,5
38427.0,BG,9,Hombre,1980.0,Secundaria baja,Saliendo adelante,,,Nada capaz,3,,,6,6,6
38528.0,BG,9,Mujer,1960.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,1,,,5,,3
38634.0,BG,9,Mujer,1933.0,Secundaria alta (alta),Muy difícil,,,Muy capaz,6,,,7,9,9
38722.0,BG,9,Hombre,1964.0,Máster/Doctorado,Difícil,,,Muy capaz,0,,,5,4,2
38779.0,BG,9,Mujer,1976.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,0,,,5,,
38799.0,BG,9,Mujer,1988.0,Máster/Doctorado,Muy difícil,,,,,,,,,
38859.0,BG,9,Mujer,1964.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,6,,5
38906.0,BG,9,Hombre,1949.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,3,,,2,3,3
38943.0,BG,9,Hombre,1945.0,Secundaria baja,Muy difícil,,,Nada capaz,,,,4,5,4
39039.0,BG,9,Mujer,1948.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,,,,3,5,5
39050.0,BG,9,Hombre,1977.0,Máster/Doctorado,Cómodamente,,,Bastante capaz,5,,,1,1,1
39069.0,BG,9,Mujer,1949.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,1,,,0,0,0
39074.0,BG,9,Hombre,1934.0,Grado/BA,Muy difícil,,,Nada capaz,0,,,0,0,0
39113.0,BG,9,Mujer,1977.0,Máster/Doctorado,Muy difícil,,,Nada capaz,2,,,,,
39157.0,BG,9,Mujer,1955.0,Grado/BA,Difícil,,,Nada capaz,0,,,0,0,0
39260.0,BG,9,Mujer,1997.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,,,,3,3,3
39329.0,BG,9,Hombre,1939.0,Primaria o menos,Muy difícil,,,Bastante capaz,4,,,6,5,6
39375.0,BG,9,Mujer,1986.0,Secundaria alta (alta),Saliendo adelante,,,,3,,,4,4,5
39407.0,BG,9,Hombre,1979.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,0,,,4,5,5
39415.0,BG,9,Mujer,1938.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,,,,4,3,3
39420.0,BG,9,Mujer,2000.0,Secundaria baja,Difícil,,,,,,,,,0
39426.0,BG,9,Hombre,1956.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,,,,1,,2
39500.0,BG,9,Mujer,1977.0,Secundaria baja,Muy difícil,,,Nada capaz,2,,,2,3,2
39513.0,BG,9,Mujer,1937.0,Grado/BA,Muy difícil,,,Nada capaz,,,,,5,5
39537.0,BG,9,Mujer,1960.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,2,,,9,10,7
39563.0,BG,9,Hombre,1972.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,5,5,5
39568.0,BG,9,Mujer,1955.0,Máster/Doctorado,Saliendo adelante,,,Poco capaz,1,,,1,1,2
39594.0,BG,9,Hombre,1973.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,1,,,3,1,2
39596.0,BG,9,Mujer,1977.0,Secundaria alta (alta),Difícil,,,Nada capaz,10,,,5,5,
39616.0,BG,9,Mujer,1947.0,Secundaria alta (alta),Difícil,,,Muy capaz,0,,,1,1,1
39656.0,BG,9,Mujer,1959.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,1,,,4,4,4
39686.0,BG,9,Mujer,1958.0,Máster/Doctorado,Saliendo adelante,,,Bastante capaz,9,,,4,5,5
39771.0,BG,9,Mujer,1971.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,2,,,4,4,4
39777.0,BG,9,Mujer,1954.0,Secundaria baja,Muy difícil,,,Nada capaz,3,,,5,6,2
39902.0,BG,9,Hombre,1961.0,Secundaria baja,Muy difícil,,,Nada capaz,0,,,,,
39965.0,BG,9,Mujer,1945.0,Secundaria alta (alta),Difícil,,,,,,,1,0,1
39969.0,BG,9,Mujer,1940.0,Primaria o menos,Muy difícil,,,Nada capaz,3,,,7,7,5
39989.0,BG,9,Hombre,1955.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,2,,,5,5,5
39993.0,BG,9,Hombre,1932.0,Secundaria alta (alta),Saliendo adelante,,,Bastante capaz,7,,,3,3,3
40017.0,BG,9,Mujer,1966.0,Secundaria alta (alta),Saliendo adelante,,,,,,,1,1,1
40039.0,BG,9,Hombre,1986.0,Secundaria alta (alta),Cómodamente,,,Nada capaz,8,,,0,0,0
40250.0,BG,9,Hombre,1950.0,Secundaria baja,Muy difícil,,,Nada capaz,,,,4,4,5
40278.0,BG,9,Mujer,1971.0,Máster/Doctorado,Difícil,,,,9,,,,,
40287.0,BG,9,Hombre,1990.0,Secundaria alta (alta),Difícil,,,,,,,4,,0
40290.0,BG,9,Hombre,1949.0,Secundaria alta (alta),Muy difícil,,,Poco capaz,5,,,5,5,5
40303.0,BG,9,Mujer,1979.0,Secundaria baja,Difícil,,,Nada capaz,5,,,8,8,8
40305.0,BG,9,Mujer,1956.0,Primaria o menos,Muy difícil,,,Nada capaz,4,,,1,5,3
40314.0,BG,9,Hombre,1938.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,0,,,4,,
40334.0,BG,9,Mujer,1974.0,Grado/BA,Difícil,,,Nada capaz,,,,5,5,5
40363.0,BG,9,Hombre,1988.0,Secundaria alta (alta),Muy difícil,,,Muy capaz,9,,,1,2,4
40367.0,BG,9,Mujer,1954.0,Secundaria alta (alta),Muy difícil,,,Poco capaz,,,,2,2,2
40381.0,BG,9,Hombre,1964.0,Secundaria alta (alta),Difícil,,,,,,,5,5,
40383.0,BG,9,Hombre,1961.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,5,,,,,3
40391.0,BG,9,Hombre,1972.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,0,0,1
40425.0,BG,9,Mujer,1952.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,,,,,3,3
40509.0,BG,9,Mujer,1957.0,Primaria o menos,Muy difícil,,,Nada capaz,0,,,6,6,6
40511.0,BG,9,Hombre,1975.0,Secundaria alta (alta),Difícil,,,Nada capaz,6,,,5,5,4
40537.0,BG,9,Mujer,1981.0,Grado/BA,Saliendo adelante,,,,3,,,2,2,2
40557.0,BG,9,Hombre,1982.0,Secundaria alta (alta),Difícil,,,Nada capaz,,,,10,,
40573.0,BG,9,Hombre,1959.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,5,,,2,1,1
40579.0,BG,9,Hombre,2002.0,Secundaria baja,Difícil,,,Nada capaz,4,,,,,3
40600.0,BG,9,Mujer,1949.0,Secundaria baja,Saliendo adelante,,,Nada capaz,,,,,,
40689.0,BG,9,Mujer,1941.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,2,,,0,1,3
40690.0,BG,9,Hombre,1949.0,Máster/Doctorado,Muy difícil,,,Poco capaz,2,,,2,0,0
40784.0,BG,9,Hombre,1957.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,1,,,6,6,5
40880.0,BG,9,Mujer,1994.0,Grado/BA,Difícil,,,Bastante capaz,5,,,7,8,8
40902.0,BG,9,Hombre,1976.0,Secundaria baja,Muy difícil,,,,,,,,,
40925.0,BG,9,Hombre,1966.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,2,,,2,2,2
40974.0,BG,9,Hombre,1953.0,Grado/BA,Saliendo adelante,,,,,,,0,0,0
40994.0,BG,9,Hombre,1980.0,Secundaria baja,Muy difícil,,,Nada capaz,4,,,5,5,5
40999.0,BG,9,Mujer,1975.0,Grado/BA,Saliendo adelante,,,,2,,,5,4,4
41005.0,BG,9,Hombre,1969.0,Secundaria baja,Saliendo adelante,,,Bastante capaz,4,,,6,6,7
41025.0,BG,9,Mujer,1940.0,Secundaria baja,Muy difícil,,,,,,,,,
41029.0,BG,9,Mujer,1955.0,Grado/BA,Saliendo adelante,,,Nada capaz,5,,,9,9,7
41143.0,BG,9,Mujer,1961.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,5,,,4,4,4
41149.0,BG,9,Hombre,1941.0,Secundaria alta (alta),Difícil,,,Nada capaz,,,,3,3,2
41263.0,BG,9,Hombre,1979.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,6,6,7
41346.0,BG,9,Hombre,1981.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,5,,,6,4,1
41349.0,BG,9,Hombre,1944.0,Secundaria alta (alta),Difícil,,,Bastante capaz,7,,,4,4,4
41477.0,BG,9,Mujer,1956.0,Grado/BA,Difícil,,,Muy capaz,7,,,2,0,3
41503.0,BG,9,Mujer,1960.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,7,,,5,5,6
41534.0,BG,9,Hombre,1958.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,,,,3,3,3
41536.0,BG,9,Hombre,1954.0,Secundaria baja,Muy difícil,,,Bastante capaz,4,,,9,7,7
41547.0,BG,9,Hombre,1977.0,Grado/BA,Saliendo adelante,,,,2,,,1,0,2
41581.0,BG,9,Mujer,1942.0,Secundaria baja,Muy difícil,,,Nada capaz,,,,,,
41609.0,BG,9,Mujer,1968.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,7,,,4,3,3
41697.0,BG,9,Mujer,1976.0,Secundaria baja,Difícil,,,Nada capaz,6,,,4,5,4
41727.0,BG,9,Hombre,1984.0,Máster/Doctorado,Difícil,,,Bastante capaz,8,,,8,8,
41729.0,BG,9,Mujer,1971.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,9,,,,,2
41864.0,BG,9,Hombre,2000.0,Secundaria baja,Muy difícil,,,,,,,1,8,5
41866.0,BG,9,Hombre,1958.0,Secundaria baja,Muy difícil,,,Nada capaz,8,,,0,1,1
41872.0,BG,9,Hombre,1964.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,0,,,5,5,5
41899.0,BG,9,Mujer,1958.0,Secundaria baja,Difícil,,,Nada capaz,,,,,,
41943.0,BG,9,Mujer,1940.0,Secundaria alta (alta),Difícil,,,,10,,,,,
41947.0,BG,9,Mujer,1948.0,Primaria o menos,Muy difícil,,,Nada capaz,,,,7,5,6
42001.0,BG,9,Mujer,1984.0,Secundaria alta (alta),Difícil,,,,8,,,6,5,5
42058.0,BG,9,Mujer,1961.0,Secundaria baja,Difícil,,,Bastante capaz,6,,,5,5,5
42161.0,BG,9,Hombre,1972.0,Secundaria alta (alta),Difícil,,,,0,,,,,
42199.0,BG,9,Hombre,1974.0,Secundaria alta (alta),Difícil,,,Nada capaz,1,,,0,0,0
42290.0,BG,9,Mujer,1975.0,Secundaria baja,Difícil,,,Nada capaz,2,,,7,4,4
42302.0,BG,9,Hombre,1932.0,Secundaria baja,Muy difícil,,,Nada capaz,6,,,4,4,4
42336.0,BG,9,Hombre,2000.0,Secundaria baja,Saliendo adelante,,,Nada capaz,10,,,10,10,10
42430.0,BG,9,Hombre,1945.0,Secundaria alta (alta),Difícil,,,Poco capaz,,,,1,1,1
42455.0,BG,9,Hombre,1988.0,Primaria o menos,Muy difícil,,,Poco capaz,6,,,5,4,6
42480.0,BG,9,Hombre,1946.0,Máster/Doctorado,Difícil,,,Nada capaz,0,,,5,6,5
42488.0,BG,9,Hombre,1970.0,Secundaria alta (alta),Saliendo adelante,,,Poco capaz,1,,,2,3,2
42534.0,BG,9,Mujer,1950.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,,,,2,3,6
42571.0,BG,9,Mujer,1961.0,Secundaria alta (alta),Difícil,,,Nada capaz,2,,,5,7,6
42604.0,BG,9,Mujer,1956.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,2,,,2,2,1
42638.0,BG,9,Hombre,1957.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,2,,,3,3,3
42644.0,BG,9,Mujer,1934.0,Primaria o menos,Difícil,,,Nada capaz,,,,5,4,4
42646.0,BG,9,Hombre,1985.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,1,,,2,2,2
42670.0,BG,9,Mujer,1936.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,8,,,1,1,1
42697.0,BG,9,Mujer,1969.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,,,,5,5,5
42745.0,BG,9,Mujer,1938.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,0,,,5,6,7
42777.0,BG,9,Mujer,1947.0,Primaria o menos,Saliendo adelante,,,Nada capaz,,,,5,4,5
42795.0,BG,9,Hombre,1943.0,Secundaria baja,Muy difícil,,,Nada capaz,4,,,1,1,1
42818.0,BG,9,Mujer,1973.0,Vocacional avanzado,Muy difícil,,,Nada capaz,5,,,5,5,5
42825.0,BG,9,Hombre,1950.0,Secundaria alta (alta),Saliendo adelante,,,Muy capaz,0,,,10,10,10
42833.0,BG,9,Mujer,1936.0,Grado/BA,Saliendo adelante,,,Poco capaz,6,,,5,3,4
42836.0,BG,9,Mujer,1975.0,Primaria o menos,Muy difícil,,,Nada capaz,0,,,0,0,0
42859.0,BG,9,Hombre,1943.0,Secundaria baja,Difícil,,,Nada capaz,1,,,5,,5
42904.0,BG,9,Mujer,2002.0,Secundaria baja,Difícil,,,Nada capaz,,,,1,1,1
42906.0,BG,9,Mujer,1956.0,Secundaria baja,Muy difícil,,,Nada capaz,,,,0,,5
42922.0,BG,9,Mujer,1963.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,2,,,3,3,3
42968.0,BG,9,Mujer,1946.0,Secundaria alta (alta),Saliendo adelante,,,,,,,,,
42996.0,BG,9,Hombre,1950.0,Secundaria baja,Muy difícil,,,Poco capaz,2,,,3,3,3
43069.0,BG,9,Hombre,1960.0,Máster/Doctorado,Difícil,,,Nada capaz,1,,,0,0,0
43089.0,BG,9,Hombre,1980.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,4,3,2
43195.0,BG,9,Hombre,1941.0,Secundaria baja,Saliendo adelante,,,Nada capaz,,,,,,
43224.0,BG,9,Hombre,1948.0,Vocacional avanzado,Muy difícil,,,Nada capaz,2,,,7,5,3
43370.0,BG,9,Hombre,1958.0,Secundaria baja,Difícil,,,Nada capaz,3,,,5,5,5
43376.0,BG,9,Hombre,1996.0,Secundaria alta (alta),Saliendo adelante,,,Poco capaz,4,,,5,6,6
43383.0,BG,9,Hombre,1990.0,Secundaria alta (alta),Saliendo adelante,,,Poco capaz,5,,,9,9,9
43397.0,BG,9,Mujer,1957.0,Secundaria baja,Difícil,,,Nada capaz,4,,,,,
43413.0,BG,9,Mujer,1965.0,Primaria o menos,Muy difícil,,,,0,,,4,5,7
43432.0,BG,9,Mujer,1953.0,Máster/Doctorado,Difícil,,,Nada capaz,1,,,3,3,3
43478.0,BG,9,Hombre,1958.0,Secundaria alta (alta),Muy difícil,,,Poco capaz,0,,,,,
43485.0,BG,9,Mujer,1968.0,Primaria o menos,Muy difícil,,,Nada capaz,3,,,6,6,6
43557.0,BG,9,Mujer,1940.0,Secundaria baja,Difícil,,,Nada capaz,2,,,5,5,5
43560.0,BG,9,Mujer,1957.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,1,,,9,8,9
43592.0,BG,9,Mujer,1946.0,Grado/BA,Difícil,,,Nada capaz,,,,6,3,7
43600.0,BG,9,Mujer,1971.0,Secundaria baja,Difícil,,,Nada capaz,3,,,4,4,4
43604.0,BG,9,Hombre,1962.0,Secundaria baja,Difícil,,,,,,,,,
43654.0,BG,9,Mujer,1942.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,0,,,5,5,5
43656.0,BG,9,Mujer,1964.0,Secundaria baja,Difícil,,,,,,,,,
43662.0,BG,9,Mujer,1941.0,Secundaria baja,Muy difícil,,,Nada capaz,1,,,7,7,6
43688.0,BG,9,Hombre,1959.0,Vocacional avanzado,Saliendo adelante,,,Muy capaz,0,,,7,2,2
43707.0,BG,9,Mujer,1980.0,Primaria o menos,Muy difícil,,,Nada capaz,,,,2,,3
43755.0,BG,9,Hombre,1959.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,2,,,7,,
43770.0,BG,9,Mujer,1964.0,Grado/BA,,,,,,,,,,
43803.0,BG,9,Mujer,1956.0,Secundaria baja,Saliendo adelante,,,Nada capaz,3,,,1,4,3
43807.0,BG,9,Mujer,1952.0,Primaria o menos,Difícil,,,Nada capaz,,,,1,1,0
43812.0,BG,9,Hombre,1973.0,Secundaria alta (alta),Saliendo adelante,,,Bastante capaz,,,,4,,1
43843.0,BG,9,Mujer,1967.0,Secundaria alta (alta),Difícil,,,Muy capaz,3,,,7,7,5
43848.0,BG,9,Mujer,1950.0,Máster/Doctorado,Difícil,,,Nada capaz,1,,,6,6,8
43929.0,BG,9,Hombre,1951.0,Secundaria alta (alta),Muy difícil,,,Bastante capaz,0,,,2,,2
43967.0,BG,9,Mujer,1947.0,Secundaria alta (alta),Difícil,,,Nada capaz,7,,,7,7,7
43974.0,BG,9,Mujer,1999.0,Secundaria alta (alta),Saliendo adelante,,,Poco capaz,3,,,6,8,6
44043.0,BG,9,Hombre,1956.0,Secundaria baja,Saliendo adelante,,,Poco capaz,2,,,2,2,2
44049.0,BG,9,Mujer,1948.0,Primaria o menos,Muy difícil,,,Nada capaz,,,,,,3
44359.0,BG,9,Hombre,1978.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,0,,,0,0,0
44461.0,BG,9,Mujer,1954.0,Grado/BA,Saliendo adelante,,,Nada capaz,0,,,1,1,1
44472.0,BG,9,Mujer,1962.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,2,,,9,8,8
44488.0,BG,9,Mujer,1978.0,Secundaria alta (alta),Difícil,,,Nada capaz,4,,,5,10,5
44635.0,BG,9,Mujer,1990.0,Grado/BA,Difícil,,,,,,,8,8,3
44637.0,BG,9,Hombre,1969.0,Secundaria alta (alta),Difícil,,,Bastante capaz,5,,,3,3,4
44663.0,BG,9,Mujer,1963.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,7,,,3,10,
44665.0,BG,9,Mujer,1945.0,Secundaria alta (alta),Muy difícil,,,Poco capaz,,,,,,
44795.0,BG,9,Mujer,1940.0,Máster/Doctorado,Difícil,,,Bastante capaz,3,,,0,1,1
44820.0,BG,9,Mujer,1960.0,Primaria o menos,Muy difícil,,,,0,,,8,9,8
44828.0,BG,9,Mujer,1988.0,Secundaria baja,Difícil,,,,3,,,7,,1
44858.0,BG,9,Mujer,1960.0,Secundaria alta (alta),Difícil,,,Bastante capaz,1,,,,,
44955.0,BG,9,Mujer,1965.0,Secundaria baja,Difícil,,,Nada capaz,2,,,4,4,4
44962.0,BG,9,Hombre,1938.0,Secundaria alta (alta),Muy difícil,,,,10,,,10,10,10
44996.0,BG,9,Hombre,1965.0,Secundaria alta (alta),Difícil,,,Bastante capaz,5,,,7,6,6
45030.0,BG,9,Mujer,1938.0,Grado/BA,Muy difícil,,,Nada capaz,,,,,3,5
45050.0,BG,9,Mujer,1945.0,Primaria o menos,Muy difícil,,,Bastante capaz,2,,,1,1,4
45083.0,BG,9,Mujer,1981.0,Grado/BA,Saliendo adelante,,,Nada capaz,4,,,8,8,8
45104.0,BG,9,Mujer,1958.0,Secundaria alta (alta),Difícil,,,Nada capaz,5,,,5,5,5
45122.0,BG,9,Hombre,1965.0,Secundaria alta (alta),Saliendo adelante,,,Poco capaz,3,,,3,3,
45143.0,BG,9,Mujer,1971.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,2,,,8,8,8
45152.0,BG,9,Mujer,2001.0,Secundaria baja,Saliendo adelante,,,Nada capaz,0,,,0,0,0
45167.0,BG,9,Mujer,1962.0,Secundaria alta (alta),Difícil,,,Nada capaz,2,,,3,4,4
45201.0,BG,9,Mujer,1957.0,Máster/Doctorado,Saliendo adelante,,,Bastante capaz,5,,,6,6,6
45203.0,BG,9,Hombre,1979.0,Máster/Doctorado,Difícil,,,,,,,,,
45206.0,BG,9,Hombre,1962.0,Secundaria alta (alta),,,,Nada capaz,4,,,2,3,2
45212.0,BG,9,Mujer,1964.0,Secundaria baja,Difícil,,,Nada capaz,0,,,5,5,6
45236.0,BG,9,Mujer,1950.0,Secundaria baja,Difícil,,,Bastante capaz,3,,,6,5,6
45239.0,BG,9,Hombre,1943.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,6,,,3,,3
45263.0,BG,9,Hombre,1969.0,Secundaria alta (alta),Saliendo adelante,,,Poco capaz,1,,,6,5,5
45293.0,BG,9,Mujer,1941.0,Secundaria alta (alta),Difícil,,,,,,,0,0,0
45333.0,BG,9,Mujer,1939.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,4,,,3,2,2
45337.0,BG,9,Hombre,1934.0,Secundaria alta (alta),Difícil,,,Nada capaz,7,,,4,4,4
45389.0,BG,9,Hombre,1952.0,Secundaria alta (alta),Difícil,,,Nada capaz,1,,,1,0,1
45400.0,BG,9,Hombre,1974.0,Secundaria alta (alta),Difícil,,,Nada capaz,2,,,5,5,5
45408.0,BG,9,Hombre,1959.0,Secundaria baja,Saliendo adelante,,,Nada capaz,5,,,3,3,4
45483.0,BG,9,Hombre,1942.0,Secundaria baja,Difícil,,,Bastante capaz,,,,10,10,10
45485.0,BG,9,Mujer,1999.0,Secundaria baja,Cómodamente,,,Poco capaz,8,,,9,10,
45514.0,BG,9,Hombre,1967.0,Secundaria baja,,,,Poco capaz,3,,,2,,1
45578.0,BG,9,Mujer,1968.0,Máster/Doctorado,Difícil,,,Nada capaz,5,,,5,5,5
45584.0,BG,9,Mujer,1952.0,Máster/Doctorado,Muy difícil,,,Nada capaz,,,,1,1,1
45636.0,BG,9,Hombre,1942.0,Secundaria baja,Muy difícil,,,Nada capaz,,,,7,6,7
45668.0,BG,9,Mujer,1938.0,Secundaria alta (alta),Muy difícil,,,Nada capaz,1,,,3,3,3
45704.0,BG,9,Hombre,1962.0,Secundaria baja,Muy difícil,,,Nada capaz,10,,,,1,1
45730.0,BG,9,Mujer,1946.0,Secundaria baja,Muy difícil,,,Nada capaz,7,,,4,5,5
45734.0,BG,9,Mujer,1944.0,Secundaria baja,Difícil,,,Nada capaz,,,,,,
45756.0,BG,9,Mujer,1970.0,Grado/BA,Difícil,,,Poco capaz,2,,,0,0,0
45926.0,BG,9,Hombre,1979.0,Secundaria alta (alta),Difícil,,,,,,,,,
45930.0,BG,9,Mujer,1962.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,3,,,4,4,4
45956.0,BG,9,Mujer,1960.0,Secundaria alta (alta),Difícil,,,Nada capaz,4,,,2,2,2
45975.0,BG,9,Hombre,1971.0,Secundaria alta (alta),Difícil,,,Nada capaz,1,,,5,5,5
45980.0,BG,9,Hombre,1962.0,Máster/Doctorado,Saliendo adelante,,,Bastante capaz,0,,,5,9,5
46034.0,BG,9,Mujer,1957.0,Secundaria alta (alta),Difícil,,,Nada capaz,1,,,0,0,0
46050.0,BG,9,Mujer,1979.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,3,,,9,10,6
46063.0,BG,9,Hombre,1947.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,,,4
46075.0,BG,9,Mujer,1970.0,Máster/Doctorado,Saliendo adelante,,,Nada capaz,0,,,0,0,
46086.0,BG,9,Hombre,1946.0,Secundaria alta (alta),Saliendo adelante,,,Nada capaz,2,,,4,4,4
46095.0,BG,9,Hombre,1969.0,Secundaria alta (alta),Difícil,,,Nada capaz,0,,,3,2,2
46188.0,BG,9,Mujer,1935.0,Secundaria baja,Muy difícil,,,Nada capaz,5,,,2,2,1
